Age,Gender,Budget,Interest_1,Interest_2,Rating,Spot,State
31,F,2500,Beach,Nightlife,4.8,Mobor Beach,Goa
32,M,2500,Beach,Nightlife,4.2,Mobor Beach,Goa
31,M,1900,Beach,Nightlife,4.2,Mobor Beach,Goa
30,M,2500,Beach,Nightlife,4.8,Mobor Beach,Goa
32,F,1800,Beach,Nightlife,4.1,Mobor Beach,Goa
32,F,2400,Beach,Nightlife,4.0,Mobor Beach,Goa
30,F,2000,Beach,Nightlife,4.4,Mobor Beach,Goa
31,M,2100,Beach,Nightlife,4.6,Mobor Beach,Goa
32,M,2100,Beach,Nightlife,4.2,Mobor Beach,Goa
31,F,1800,Beach,Nightlife,4.3,Mobor Beach,Goa
31,F,2400,Beach,Nightlife,4.2,Mobor Beach,Goa
32,F,1700,Beach,Nightlife,4.7,Mobor Beach,Goa
30,M,1800,Beach,Nightlife,4.5,Mobor Beach,Goa
31,F,2100,Beach,Nightlife,4.6,Mobor Beach,Goa
32,F,2100,Beach,Nightlife,4.8,Mobor Beach,Goa
31,M,1800,Beach,Nightlife,4.3,Mobor Beach,Goa
31,F,1900,Beach,Nightlife,4.2,Mobor Beach,Goa
30,F,1900,Beach,Nightlife,4.4,Mobor Beach,Goa
31,M,2000,Beach,Nightlife,4.5,Mobor Beach,Goa
31,F,2300,Beach,Nightlife,4.3,Mobor Beach,Goa
30,F,2400,Beach,Nightlife,4.8,Mobor Beach,Goa
30,M,2000,Beach,Water Sports,4.1,Mobor Beach,Goa
30,F,2000,Beach,Water Sports,4.1,Mobor Beach,Goa
30,F,1900,Beach,Water Sports,4.1,Mobor Beach,Goa
30,F,2000,Beach,Water Sports,4.0,Mobor Beach,Goa
30,M,1900,Beach,Water Sports,4.1,Mobor Beach,Goa
30,F,2000,Beach,Water Sports,4.2,Mobor Beach,Goa
30,M,2000,Beach,Water Sports,4.2,Mobor Beach,Goa
30,F,2000,Beach,Water Sports,4.1,Mobor Beach,Goa
30,M,1900,Beach,Water Sports,4.2,Mobor Beach,Goa
30,M,2000,Beach,Water Sports,4.1,Mobor Beach,Goa
30,F,1900,Beach,Water Sports,4.2,Mobor Beach,Goa
30,F,1900,Beach,Water Sports,4.0,Mobor Beach,Goa
30,F,1900,Beach,Water Sports,4.0,Mobor Beach,Goa
30,M,1900,Beach,Water Sports,4.2,Mobor Beach,Goa
30,M,2000,Beach,Water Sports,4.2,Mobor Beach,Goa
30,F,1900,Beach,Water Sports,4.2,Mobor Beach,Goa
30,F,2000,Beach,Water Sports,4.0,Mobor Beach,Goa
30,F,2000,Beach,Water Sports,4.2,Mobor Beach,Goa
30,M,1900,Beach,Water Sports,4.1,Mobor Beach,Goa
30,F,2000,Beach,Water Sports,4.3,Mobor Beach,Goa
30,M,2000,Beach,Water Sports,4.2,Mobor Beach,Goa
30,M,1900,Beach,Water Sports,4.2,Mobor Beach,Goa
30,F,2000,Beach,Water Sports,4.1,Mobor Beach,Goa
30,M,1900,Beach,Water Sports,4.1,Mobor Beach,Goa
30,F,1900,Beach,Water Sports,4.0,Mobor Beach,Goa
30,F,2000,Beach,Water Sports,4.0,Mobor Beach,Goa
30,M,1900,Beach,Water Sports,4.2,Mobor Beach,Goa
30,M,2000,Beach,Water Sports,4.0,Mobor Beach,Goa
30,F,1900,Beach,Water Sports,4.2,Mobor Beach,Goa
30,F,2000,Beach,Water Sports,4.2,Mobor Beach,Goa
30,F,1900,Beach,Water Sports,4.2,Mobor Beach,Goa
30,F,1900,Beach,Water Sports,4.1,Mobor Beach,Goa
30,F,2000,Beach,Water Sports,4.2,Mobor Beach,Goa
30,F,2000,Beach,Water Sports,4.3,Mobor Beach,Goa
30,M,2000,Beach,Water Sports,4.0,Mobor Beach,Goa
30,M,2000,Beach,Water Sports,4.2,Mobor Beach,Goa
30,F,2000,Beach,Water Sports,4.2,Mobor Beach,Goa
30,M,2000,Beach,Water Sports,4.1,Mobor Beach,Goa
